residential_status,loan_rate,loan_amount,loan_purpose,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months,loan_approval_status
Mortgage,12.42,14125.0,Study,,4,22,39696,Very Good,No,0.36,B,52.0,Declined
Renter,13.61,4000.0,Health,1.0,10,34,36000,Good,No,0.11,C,127.0,Approved
Renter,6.39,2500.0,Study,7.0,2,23,34800,Excellent,No,0.07,C,25.0,Approved
Renter,13.22,1500.0,Study,2.0,2,22,38000,Good,Yes,0.04,C,26.0,Approved
Mortgage,7.37,1950.0,Study,4.0,4,22,38000,Excellent,No,0.05,B,52.0,Approved
Renter,10.0,1000.0,Health,,4,23,8088,Very Good,,0.12,C,59.0,Approved
Owner,5.79,7000.0,Study,,4,23,46932,Excellent,No,0.15,A,,Approved
Mortgage,7.88,7000.0,Health,2.0,12,45,51000,Excellent,,0.14,B,148.0,Approved
Renter,12.87,8150.0,Home Improvement,6.0,4,26,56000,Good,No,0.15,C,52.0,Approved
Mortgage,13.49,21000.0,Debt Consolidation,8.0,3,24,103000,Good,Yes,0.2,B,42.0,Approved
Renter,11.99,12000.0,Study,5.0,14,47,52000,Very Good,No,0.23,C,,Approved
Mortgage,9.2,9600.0,Business,4.0,2,23,62000,Very Good,,0.15,B,35.0,Approved
Mortgage,10.65,3600.0,Health,7.0,3,23,76000,Very Good,No,0.05,B,39.0,Approved
Mortgage,11.36,21000.0,Study,12.0,8,28,90000,Very Good,No,0.23,B,98.0,Approved
Renter,7.51,2500.0,Business,0.0,2,22,24960,Excellent,No,0.1,C,35.0,Approved
Mortgage,13.22,7500.0,Study,7.0,2,23,73000,Good,,0.1,B,33.0,Approved
Renter,,11000.0,Health,7.0,2,23,39500,Excellent,No,0.28,C,28.0,Approved
Mortgage,5.42,6000.0,Debt Consolidation,2.0,14,37,200000,Excellent,No,0.03,B,172.0,Approved
Renter,11.99,2000.0,Health,8.0,2,25,49029,Very Good,No,0.04,C,27.0,Approved
Mortgage,9.99,11500.0,Health,5.0,2,23,68000,Very Good,No,0.17,B,,Approved
Mortgage,5.42,7000.0,Study,5.0,3,24,35004,Excellent,No,0.2,B,41.0,Approved
Mortgage,5.42,4500.0,Business,7.0,14,43,48000,Excellent,No,0.09,B,173.0,Approved
Renter,11.11,20000.0,Debt Consolidation,3.0,7,30,115000,Very Good,No,0.17,C,93.0,Approved
Mortgage,11.36,25000.0,Debt Consolidation,7.0,4,22,63800,Very Good,No,0.39,B,49.0,Approved
Renter,10.0,6000.0,Study,5.0,4,21,86000,Very Good,No,0.07,C,52.0,Approved
Renter,11.14,5600.0,Personal,3.0,3,22,70000,Very Good,No,0.08,C,47.0,Approved
Mortgage,12.42,25000.0,Personal,2.0,10,29,162480,Very Good,No,0.15,B,124.0,Approved
Renter,,16000.0,Personal,2.0,3,22,83000,Fair,No,0.19,C,38.0,Declined
Mortgage,16.89,15275.0,Business,6.0,6,27,78000,Fair,No,0.2,B,80.0,Approved
Mortgage,6.03,6800.0,Home Improvement,9.0,2,25,45000,Excellent,No,0.15,B,33.0,Approved
Mortgage,13.61,10000.0,Personal,12.0,6,28,47004,Good,Yes,0.21,B,73.0,Declined
Renter,12.53,24250.0,Home Improvement,1.0,5,31,118320,Very Good,No,0.2,C,69.0,Approved
Mortgage,12.18,12000.0,Study,1.0,4,23,90000,Very Good,,0.13,B,,Approved
Renter,12.61,14000.0,Business,9.0,8,29,68000,Good,,0.21,C,106.0,Approved
Mortgage,11.12,4500.0,Personal,8.0,7,28,58200,Very Good,No,0.08,B,85.0,Approved
Renter,14.91,5000.0,Debt Consolidation,1.0,4,23,138000,Fair,No,0.04,C,50.0,Declined
Mortgage,15.33,13000.0,Debt Consolidation,10.0,2,26,51000,Fair,Yes,0.25,B,,Declined
Mortgage,,13000.0,Business,6.0,2,25,121000,Very Good,No,0.11,B,26.0,Approved
Mortgage,10.37,10000.0,Personal,1.0,10,32,81000,Very Good,No,0.12,B,130.0,Approved
Mortgage,8.38,5300.0,Debt Consolidation,7.0,12,42,74000,Excellent,No,0.07,B,145.0,Approved
Mortgage,5.42,4500.0,Health,8.0,7,29,48000,Excellent,No,0.09,B,91.0,Approved
Mortgage,5.99,5200.0,Personal,2.0,2,22,60000,Excellent,No,0.09,B,26.0,Approved
Renter,11.66,4000.0,Health,4.0,4,23,24000,Good,No,0.17,C,56.0,Approved
Mortgage,13.11,7400.0,Personal,8.0,5,30,60000,Good,Yes,0.12,B,,Approved
Mortgage,9.99,1148594625.0,Personal,7.0,3,24,44000,Very Good,No,0.23,B,43.0,Approved
Renter,15.96,6000.0,Personal,5.0,23,51,98000,Good,No,0.06,C,283.0,Approved
Renter,11.58,13500.0,Personal,0.0,21,58,51252,Very Good,No,0.26,C,255.0,Approved
Renter,9.62,3500.0,Health,0.0,2,21,35000,Very Good,No,0.1,C,34.0,Approved
Renter,5.79,4200.0,Business,5.0,5,34,30000,Excellent,No,0.14,C,62.0,Approved
Renter,8.0,3700.0,Study,5.0,3,21,27996,Excellent,No,0.13,C,47.0,Approved
Renter,10.59,2050.0,Business,1.0,2,22,25000,Very Good,No,0.08,C,31.0,Approved
Mortgage,15.33,25000.0,Debt Consolidation,11.0,6,29,78132,Fair,,0.32,B,79.0,Declined
Renter,10.74,5000.0,Health,5.0,12,36,53000,Very Good,No,0.09,C,150.0,Approved
Renter,7.14,10000.0,Debt Consolidation,5.0,2,23,60000,Excellent,No,0.17,C,28.0,Approved
Mortgage,6.03,11000.0,Home Improvement,11.0,8,28,65500,Excellent,,0.17,B,103.0,Approved
Mortgage,5.79,18000.0,Debt Consolidation,6.0,2,22,75000,Excellent,No,0.24,B,,Approved
Owner,6.99,5000.0,Business,15.0,9,31,36000,Excellent,No,0.14,A,114.0,Approved
Mortgage,12.99,5000.0,Debt Consolidation,8.0,4,25,150000,Good,Yes,0.03,B,57.0,Approved
Owner,16.35,15250.0,Home Improvement,4.0,6,32,55000,Poor,Yes,0.28,A,83.0,Approved
Mortgage,14.27,6600.0,Personal,4.0,2,22,43000,Good,Yes,0.15,B,35.0,Approved
Renter,18.39,5000.0,Business,10.0,4,26,97500,Poor,No,0.05,C,,Approved
Mortgage,14.84,13750.0,Home Improvement,8.0,13,47,43200,Fair,Yes,0.32,B,158.0,Approved
Mortgage,7.51,9600.0,Debt Consolidation,4.0,17,42,45760,Excellent,No,0.21,B,206.0,Approved
Renter,17.27,9600.0,Study,3.0,4,22,36000,Fair,,0.27,C,50.0,Declined
Mortgage,7.74,10000.0,Study,2.0,3,23,37000,Excellent,No,0.27,B,37.0,Approved
Mortgage,5.42,8500.0,Debt Consolidation,6.0,2,22,38000,Excellent,No,0.22,B,32.0,Approved
Renter,9.76,11000.0,Health,2.0,7,27,83604,Very Good,No,0.13,C,89.0,Approved
Renter,7.66,5000.0,Debt Consolidation,2.0,4,23,29730,Excellent,,0.17,C,51.0,Approved
Renter,10.75,4800.0,Health,5.0,3,22,21000,Very Good,No,0.23,C,44.0,Approved
Mortgage,11.12,5000.0,Personal,1.0,3,23,70000,Very Good,No,0.07,B,43.0,Approved
Mortgage,16.7,25000.0,Business,14.0,6,34,150000,Poor,Yes,0.17,B,79.0,Approved
Renter,,5000.0,Health,3.0,3,22,24996,Fair,Yes,0.2,C,38.0,Declined
Renter,9.25,8000.0,Health,8.0,2,24,30000,Very Good,No,0.27,C,27.0,Approved
Renter,,4200.0,Home Improvement,2.0,2,21,19000,Good,Yes,0.22,C,31.0,Declined
Renter,9.91,4200.0,Health,,4,22,28080,Very Good,No,0.15,C,52.0,Declined
Renter,7.88,2000.0,Personal,0.0,3,23,90000,Excellent,No,0.02,C,45.0,Approved
Renter,16.45,6300.0,Study,1.0,6,27,32200,Poor,No,0.2,C,74.0,Declined
Renter,16.32,25000.0,Personal,11.0,10,27,170000,Fair,No,0.15,C,127.0,Approved
Mortgage,,4000.0,Business,10.0,2,26,48000,Excellent,No,0.08,B,27.0,Approved
Renter,14.11,8000.0,Personal,2.0,14,36,31000,Fair,No,0.26,C,179.0,Declined
Mortgage,7.51,12000.0,Personal,2.0,3,24,120000,Excellent,No,0.1,B,46.0,Approved
Renter,14.59,4000.0,Business,20.0,11,36,34000,Fair,No,0.12,C,134.0,Declined
Renter,11.34,9000.0,Business,2.0,3,23,18500,Good,Yes,0.49,C,42.0,Declined
Owner,6.39,4000.0,Business,14.0,11,45,33600,Excellent,No,0.12,A,137.0,Approved
Mortgage,9.88,8000.0,Study,10.0,9,31,57000,Very Good,,0.14,B,115.0,Approved
Renter,9.91,6200.0,Personal,2.0,14,36,25000,Very Good,No,0.25,C,170.0,Declined
Renter,16.29,15000.0,Personal,3.0,6,32,52800,Fair,No,0.28,C,76.0,Approved
Mortgage,6.39,4000.0,Health,7.0,8,28,70000,Excellent,No,0.06,B,,Approved
Renter,11.14,11000.0,Business,5.0,4,24,47160,Very Good,No,0.23,C,58.0,Approved
Mortgage,,7000.0,Home Improvement,11.0,10,29,65000,Excellent,No,0.11,B,126.0,Approved
Mortgage,7.88,765729750.0,Study,8.0,4,24,64000,Excellent,No,0.08,B,59.0,Declined
Mortgage,,10500.0,Home Improvement,6.0,9,28,75000,Excellent,No,0.14,B,119.0,Approved
Mortgage,10.0,10000.0,Business,4.0,2,25,90000,Very Good,No,0.11,B,28.0,Approved
Renter,8.32,1800.0,Debt Consolidation,2.0,2,25,31000,Excellent,No,0.06,C,30.0,Approved
Mortgage,6.62,4000.0,Personal,11.0,26,55,94000,Excellent,No,0.04,B,315.0,Approved
Renter,17.49,8000.0,Personal,4.0,14,36,50000,Fair,Yes,0.16,C,170.0,Approved
Mortgage,11.99,8875.0,Business,12.0,8,31,72500,Very Good,No,0.12,B,97.0,Approved
Owner,,4300.0,Study,,4,22,85000,Very Good,No,0.05,A,56.0,Approved
Renter,10.99,8000.0,Personal,8.0,3,25,95000,Very Good,No,0.08,C,40.0,Approved
Renter,6.62,7500.0,Study,2.0,9,29,27600,Excellent,No,0.27,C,111.0,Approved
Mortgage,6.99,14000.0,Home Improvement,10.0,8,32,71000,Excellent,No,0.2,B,100.0,Approved
Owner,6.91,7750.0,Business,3.0,3,24,20352,Excellent,No,0.38,A,44.0,Approved
Mortgage,14.91,8000.0,Personal,4.0,8,29,40777,Fair,Yes,0.2,B,99.0,Approved
Mortgage,7.88,14000.0,Business,16.0,10,31,70000,Excellent,No,0.2,B,130.0,Approved
Mortgage,,25000.0,Business,9.0,9,28,145000,Very Good,No,0.17,B,,Approved
Renter,12.53,4000.0,Personal,7.0,10,29,40000,Good,No,0.1,C,128.0,Approved
Owner,11.03,11000.0,Health,0.0,10,31,20400,Good,Yes,0.54,A,,Approved
Renter,12.73,25000.0,Personal,3.0,3,23,60000,Good,No,0.42,C,38.0,Declined
Mortgage,7.51,5400.0,Home Improvement,3.0,4,26,36000,Excellent,No,0.15,B,54.0,Approved
Renter,13.35,1800.0,Debt Consolidation,1.0,2,21,48000,Good,Yes,0.04,C,32.0,Approved
Mortgage,,10000.0,Study,0.0,5,30,50000,Good,No,0.2,B,71.0,Approved
Renter,,1500.0,Debt Consolidation,8.0,4,24,50400,Excellent,No,0.03,C,51.0,Approved
Mortgage,19.03,30000.0,Health,13.0,17,42,64464,Poor,No,0.4,B,,Declined
Renter,7.74,2000.0,Study,0.0,4,23,12000,Excellent,No,0.17,C,57.0,Declined
Renter,10.37,8000.0,Study,4.0,2,23,58000,Very Good,No,0.14,C,26.0,Approved
Renter,13.06,15000.0,Study,2.0,10,30,37600,Good,Yes,0.4,C,124.0,Declined
Renter,8.0,7250.0,Health,0.0,10,30,20800,Excellent,No,0.35,C,,Declined
Renter,8.9,3000.0,Debt Consolidation,1.0,2,24,51000,Excellent,,0.06,C,29.0,Approved
Mortgage,7.43,5000.0,Personal,7.0,4,23,65000,Excellent,No,0.08,B,49.0,Approved
Renter,7.29,10000.0,Health,6.0,3,22,29000,Excellent,,0.34,C,,Declined
Mortgage,6.76,6250.0,Business,8.0,16,38,78000,Excellent,No,0.08,B,193.0,Approved
Owner,7.88,14400.0,Health,1.0,10,32,70000,Excellent,No,0.21,A,127.0,Approved
Mortgage,16.7,10000.0,Business,7.0,2,23,92000,Poor,Yes,0.11,B,31.0,Approved
Renter,9.62,10000.0,Study,5.0,4,25,80004,Very Good,No,0.12,C,55.0,Approved
Mortgage,8.49,2500.0,Business,5.0,9,27,146000,Excellent,No,0.02,B,119.0,Approved
Owner,,10000.0,Business,2.0,3,23,69996,Very Good,No,0.14,A,42.0,Approved
Mortgage,12.42,14000.0,Business,4.0,10,27,88000,Very Good,No,0.16,B,125.0,Approved
Mortgage,14.83,15000.0,Study,2.0,9,32,60000,Fair,No,0.25,B,116.0,Approved
Renter,10.65,8500.0,Business,5.0,2,21,50000,Very Good,No,0.17,C,33.0,Approved
Renter,,6500.0,Personal,5.0,12,39,52000,Very Good,No,0.13,C,,Approved
Renter,,7000.0,Health,3.0,16,39,32400,Very Good,No,0.22,C,197.0,Approved
Mortgage,11.49,3000.0,Home Improvement,8.0,8,30,120000,Very Good,,0.03,B,102.0,Approved
Renter,13.11,4500.0,Business,3.0,7,30,50000,Good,Yes,0.09,C,88.0,Approved
Owner,13.92,21600.0,Health,2.0,12,41,95000,Good,Yes,0.23,A,151.0,Approved
Renter,10.65,6000.0,Debt Consolidation,0.0,2,25,55000,Very Good,No,0.11,C,27.0,Approved
Mortgage,7.49,15000.0,Personal,8.0,3,26,69000,Excellent,No,0.22,B,38.0,Approved
Mortgage,12.84,1900.0,Health,0.0,7,32,34320,Good,,0.06,B,91.0,Approved
Mortgage,8.9,11000.0,Debt Consolidation,11.0,6,27,144000,Excellent,No,0.08,B,82.0,Approved
Mortgage,13.48,12000.0,Study,1.0,4,23,80000,Good,,0.15,B,59.0,Approved
Mortgage,11.12,2000.0,Business,3.0,2,25,30720,Very Good,No,0.07,B,32.0,Approved
Renter,7.51,10000.0,Home Improvement,7.0,11,37,60000,Excellent,No,0.17,C,143.0,Approved
Renter,10.83,1400.0,Business,0.0,4,24,10000,Very Good,No,0.14,C,52.0,Approved
Mortgage,,2250.0,Personal,7.0,6,27,86399,Excellent,No,0.03,B,81.0,Approved
Renter,14.09,11500.0,Business,4.0,13,39,41725,Fair,Yes,0.28,C,164.0,Approved
Mortgage,12.99,430722984.37500006,Debt Consolidation,4.0,10,27,96000,Good,Yes,0.03,B,131.0,Approved
Renter,9.45,14000.0,Debt Consolidation,4.0,2,26,42000,Very Good,No,0.33,C,33.0,Declined
Renter,7.29,9600.0,Personal,6.0,2,22,81960,Excellent,No,0.12,C,33.0,Approved
Owner,14.84,15000.0,Personal,4.0,7,28,209000,Fair,Yes,0.07,A,94.0,Approved
Mortgage,12.21,8000.0,Debt Consolidation,5.0,4,24,72000,Very Good,,0.11,B,54.0,Approved
Renter,15.62,3150.0,Health,0.0,10,29,56100,Fair,No,0.05,C,123.0,Declined
Owner,12.42,17000.0,Personal,6.0,2,25,60500,Very Good,,0.28,A,31.0,Approved
Renter,,5000.0,Debt Consolidation,2.0,19,54,20000,Good,Yes,0.25,C,229.0,Approved
Mortgage,7.29,10000.0,Study,2.0,3,22,107004,Excellent,No,0.09,B,39.0,Approved
Mortgage,7.88,3000.0,Health,,3,23,46000,Excellent,,0.07,B,47.0,Approved
Mortgage,,4000.0,Health,2.0,4,23,34900,Very Poor,Yes,0.11,B,55.0,Declined
Renter,11.11,9600.0,Personal,0.0,11,38,40000,Very Good,No,0.24,C,134.0,Approved
Mortgage,7.51,4000.0,Health,7.0,2,23,40000,Excellent,,0.1,B,29.0,Approved
Renter,10.65,8875.0,Study,8.0,7,28,24000,Very Good,No,0.37,C,85.0,Declined
Mortgage,12.73,12000.0,Study,0.0,2,23,87000,Good,Yes,0.14,B,34.0,Approved
Owner,9.99,7200.0,Home Improvement,0.0,8,31,42000,Very Good,No,0.17,A,106.0,Approved
Renter,9.99,10000.0,Health,7.0,6,34,95000,Very Good,No,0.11,C,76.0,Approved
Renter,11.36,4000.0,Health,0.0,2,26,21000,Very Good,No,0.19,C,30.0,Approved
Mortgage,,15000.0,Home Improvement,17.0,6,35,83000,Fair,,0.18,B,83.0,Approved
Mortgage,13.8,2000.0,Study,6.0,5,27,68000,Good,,0.03,B,,Approved
Owner,14.42,5600.0,Study,2.0,3,24,32500,Fair,No,0.17,A,37.0,Approved
Renter,,12000.0,Health,0.0,6,31,68000,Very Good,No,0.18,C,73.0,Approved
Renter,17.93,10000.0,Business,,3,21,88000,Poor,Yes,0.11,C,39.0,Declined
Mortgage,9.76,5000.0,Debt Consolidation,11.0,6,27,38000,Very Good,No,0.13,B,82.0,Approved
Renter,12.99,10000.0,Home Improvement,8.0,6,27,29238,Good,No,0.34,C,77.0,Declined
Owner,14.27,14400.0,Business,15.0,7,30,94104,Good,,0.15,A,92.0,Approved
Renter,,3000.0,Personal,2.0,2,23,75000,Excellent,No,0.04,C,28.0,Approved
Mortgage,7.51,2000.0,Health,5.0,9,27,55596,Excellent,No,0.04,B,,Approved
Mortgage,6.17,8500.0,Study,5.0,2,22,28000,Excellent,No,0.3,B,28.0,Approved
Renter,11.71,17500.0,Home Improvement,2.0,2,25,95950,Very Good,No,0.18,C,28.0,Approved
Renter,11.71,15000.0,Study,6.0,3,23,40000,Very Good,No,0.38,C,,Declined
Mortgage,7.51,9000.0,Study,4.0,7,28,52260,Excellent,No,0.17,B,92.0,Approved
Mortgage,13.57,10000.0,Business,11.0,6,30,45000,Good,Yes,0.22,B,83.0,Approved
Renter,11.49,3000.0,Debt Consolidation,2.0,5,28,60000,Very Good,No,0.05,C,71.0,Approved
Renter,14.09,10000.0,Debt Consolidation,3.0,2,25,69000,Fair,Yes,0.14,C,29.0,Declined
Owner,13.35,5000.0,Health,3.0,12,43,50000,Good,Yes,0.1,A,155.0,Approved
Renter,6.17,6500.0,Health,4.0,4,22,33000,Excellent,No,0.2,C,51.0,Approved
Owner,5.79,5000.0,Study,4.0,3,24,60000,Excellent,No,0.08,A,44.0,Approved
Renter,10.59,10300.0,Study,3.0,2,21,45000,Very Good,No,0.23,C,28.0,Approved
Mortgage,14.96,9950.0,Study,5.0,4,24,108000,Fair,Yes,0.09,B,50.0,Approved
Mortgage,12.21,18500.0,Home Improvement,0.0,2,25,66000,Very Good,No,0.28,B,31.0,Approved
Renter,12.42,13000.0,Personal,7.0,18,51,38000,Very Good,No,0.34,C,222.0,Declined
Mortgage,8.49,7500.0,Study,7.0,3,23,42500,Excellent,No,0.18,B,37.0,Approved
Renter,10.99,9600.0,Debt Consolidation,7.0,5,28,34000,Very Good,No,0.28,C,65.0,Approved
Mortgage,10.38,12000.0,Health,5.0,4,23,38160,Very Good,No,0.31,B,49.0,Approved
Mortgage,13.99,3000.0,Home Improvement,9.0,3,25,39000,Good,Yes,0.08,B,46.0,Approved
Renter,7.29,5000.0,Health,3.0,14,48,41500,Excellent,No,0.12,C,169.0,Approved
Mortgage,11.78,9000.0,Debt Consolidation,7.0,3,25,78000,Good,Yes,0.12,B,37.0,Declined
Renter,,3675502800.0000005,Home Improvement,2.0,10,28,206000,Good,No,0.12,C,130.0,Approved
Mortgage,7.88,15000.0,Study,9.0,2,25,100000,Excellent,No,0.15,B,32.0,Approved
Renter,10.99,10000.0,Business,2.0,3,26,46999,Very Good,No,0.21,C,,Approved
Renter,7.66,2000.0,Debt Consolidation,2.0,3,24,30000,Excellent,No,0.07,C,41.0,Approved
Mortgage,7.14,8500.0,Health,9.0,3,25,58000,Excellent,No,0.15,B,37.0,Approved
Mortgage,6.99,22000.0,Personal,7.0,4,23,90000,Excellent,No,0.24,B,59.0,Approved
Mortgage,5.42,5200.0,Health,10.0,4,25,61200,Excellent,No,0.08,B,57.0,Approved
Owner,8.88,3600.0,Home Improvement,12.0,15,38,65000,Very Good,,0.06,A,183.0,Approved
Owner,7.74,5000.0,Business,0.0,13,37,15000,Excellent,No,0.33,A,,Declined
Renter,7.14,6000.0,Study,4.0,16,46,105000,Excellent,No,0.06,C,194.0,Approved
Renter,11.14,10000.0,Personal,3.0,2,23,30000,Very Good,No,0.33,C,28.0,Declined
Mortgage,12.18,25000.0,Personal,14.0,7,30,102489,Very Good,No,0.24,B,90.0,Approved
Mortgage,7.51,6000.0,Debt Consolidation,2.0,2,21,62000,Excellent,,0.1,B,32.0,Approved
Owner,15.31,5400.0,Study,1.0,4,22,18000,Fair,Yes,0.3,A,56.0,Declined
Mortgage,8.94,3500.0,Debt Consolidation,2.0,3,24,42000,Excellent,No,0.08,B,38.0,Declined
Mortgage,6.54,2000.0,Debt Consolidation,5.0,2,21,72000,Excellent,No,0.03,B,,Approved
Mortgage,13.48,14500.0,Study,4.0,2,23,45000,Good,Yes,0.32,B,28.0,Approved
Renter,11.89,3000.0,Personal,2.0,4,22,60000,Very Good,No,0.05,C,53.0,Approved
Mortgage,,1200.0,Study,5.0,10,27,25440,Fair,No,0.05,B,,Approved
Mortgage,11.49,3500.0,Study,8.0,2,24,71000,Very Good,No,0.05,B,27.0,Approved
Renter,,25000.0,Home Improvement,2.0,3,24,41000,Fair,No,0.61,C,,Declined
Owner,10.74,5000.0,Study,4.0,2,24,65544,Very Good,No,0.08,A,26.0,Approved
Mortgage,,16750.0,Debt Consolidation,0.0,2,23,103000,Fair,No,0.16,B,32.0,Declined
Mortgage,8.9,1500.0,Business,6.0,16,36,48000,Excellent,No,0.03,B,202.0,Approved
Mortgage,6.03,5000.0,Debt Consolidation,13.0,9,29,115000,Excellent,No,0.04,B,114.0,Approved
Renter,14.35,3200.0,Business,2.0,2,24,58000,Good,No,0.06,C,32.0,Approved
Renter,7.14,4800.0,Health,,10,27,27180,Excellent,No,0.18,C,126.0,Approved
Renter,,3000.0,Debt Consolidation,2.0,14,37,49000,Good,Yes,0.06,C,179.0,Declined
Renter,19.91,4400.0,Home Improvement,0.0,4,22,14400,Poor,No,0.31,C,,Declined
Mortgage,19.41,25000.0,Debt Consolidation,5.0,5,28,69000,Very Poor,Yes,0.36,B,68.0,Declined
Mortgage,10.38,13000.0,Debt Consolidation,0.0,8,35,126400,Very Good,No,0.1,B,103.0,Approved
Renter,12.29,750.0,Debt Consolidation,0.0,4,25,19000,Good,Yes,0.04,C,52.0,Approved
Renter,14.79,5000.0,Personal,6.0,2,21,35000,Good,No,0.14,C,,Declined
Renter,7.29,8000.0,Health,4.0,4,24,43300,Excellent,No,0.18,C,51.0,Approved
Owner,9.88,15000.0,Business,8.0,9,35,250000,Very Good,No,0.06,A,109.0,Approved
Renter,7.66,2000.0,Business,2.0,3,25,44000,Excellent,No,0.05,C,44.0,Approved
Mortgage,16.29,8000.0,Health,7.0,2,23,52700,Fair,Yes,0.13,B,27.0,Declined
Mortgage,11.34,1200.0,Business,3.0,4,24,18000,Good,Yes,0.07,B,52.0,Approved
Mortgage,11.89,4000.0,Health,5.0,4,26,52703,Very Good,No,0.06,B,53.0,Declined
Renter,7.88,4000.0,Business,2.0,9,28,56800,Excellent,No,0.07,C,114.0,Approved
Mortgage,10.99,10000.0,Debt Consolidation,2.0,9,27,76000,Very Good,No,0.13,B,113.0,Approved
Renter,7.49,5000.0,Health,5.0,2,24,58000,Excellent,No,0.09,C,28.0,Approved
Renter,13.16,12000.0,Debt Consolidation,3.0,8,34,55000,Good,No,0.22,C,105.0,Approved
Renter,5.42,6000.0,Debt Consolidation,5.0,4,21,32000,Excellent,No,0.19,C,58.0,Approved
Mortgage,8.94,12250.0,Study,6.0,4,24,32000,Excellent,No,0.38,B,52.0,Approved
Owner,9.91,27000.0,Business,5.0,7,29,140000,Very Good,No,0.19,A,85.0,Approved
Renter,15.23,8000.0,Home Improvement,9.0,9,28,50004,Good,Yes,0.16,C,114.0,Approved
Renter,13.79,18000.0,Business,6.0,2,22,50000,Good,No,0.36,C,25.0,Declined
Renter,12.73,5500.0,Study,2.0,4,22,44400,Good,No,0.12,C,54.0,Approved
Renter,7.9,3800.0,Study,7.0,2,23,26400,Excellent,No,0.14,C,34.0,Approved
Renter,9.45,15000.0,Study,8.0,2,24,62400,Very Good,No,0.24,C,33.0,Approved
Renter,7.9,5000.0,Debt Consolidation,7.0,2,25,27096,Excellent,No,0.18,C,,Declined
Mortgage,16.7,20000.0,Personal,2.0,9,27,90000,Poor,No,0.22,B,112.0,Approved
Mortgage,6.54,3800.0,Home Improvement,0.0,3,26,35000,Excellent,No,0.11,B,37.0,Approved
Renter,12.42,4800.0,Personal,5.0,9,28,42000,Very Good,No,0.11,C,111.0,Approved
Mortgage,9.99,6000.0,Study,5.0,6,27,46800,Very Good,,0.13,B,80.0,Approved
Unknown,14.42,3500.0,Health,0.0,4,21,27568,Fair,No,0.13,D,,Declined
Mortgage,7.14,7200.0,Personal,6.0,2,22,22000,Excellent,No,0.33,B,27.0,Approved
Renter,10.25,10000.0,Study,3.0,3,22,33600,Very Good,No,0.3,C,,Approved
Mortgage,13.16,666184882.5,Personal,1.0,30,57,53000,Good,No,0.11,B,364.0,Approved
Owner,6.62,17000.0,Health,7.0,2,23,44004,Excellent,No,0.39,A,34.0,Approved
Renter,13.98,13000.0,Business,1.0,3,24,67500,Good,Yes,0.19,C,41.0,Approved
Mortgage,9.91,10000.0,Study,0.0,8,33,38400,Very Good,No,0.26,B,102.0,Approved
Renter,8.88,12500.0,Study,0.0,7,29,70004,Very Good,No,0.18,C,91.0,Approved
Renter,11.49,5000.0,Study,3.0,3,22,65000,Very Good,No,0.08,C,37.0,Approved
Renter,11.89,2500.0,Home Improvement,1.0,6,32,115000,Very Good,No,0.02,C,79.0,Approved
Renter,10.74,16000.0,Personal,2.0,3,23,64000,Very Good,,0.25,C,43.0,Approved
Renter,8.63,622155421.875,Personal,8.0,2,26,31200,Excellent,No,0.16,C,,Approved
Renter,12.73,8000.0,Debt Consolidation,1.0,4,23,25200,Good,No,0.32,C,50.0,Declined
Mortgage,15.23,7600.0,Personal,0.0,16,36,144000,Good,No,0.05,B,194.0,Approved
Renter,13.79,20000.0,Study,2.0,4,22,76654,Good,Yes,0.26,C,58.0,Declined
Mortgage,8.49,12325.0,Home Improvement,14.0,5,34,128000,Excellent,No,0.1,B,69.0,Declined
Mortgage,10.83,1200.0,Business,1.0,2,23,40000,Very Good,No,0.03,B,35.0,Approved
Owner,13.43,6500.0,Business,5.0,4,21,35000,Good,No,0.19,A,52.0,Approved
Mortgage,7.88,6000.0,Debt Consolidation,7.0,3,26,27983,Excellent,No,0.21,B,,Approved
Mortgage,10.38,2500.0,Health,4.0,4,24,85000,Very Good,No,0.03,B,58.0,Approved
Renter,11.28,1000.0,Study,1.0,3,26,29000,Good,No,0.03,C,43.0,Declined
Mortgage,8.59,5125.0,Business,1.0,8,27,78000,Excellent,No,0.07,B,105.0,Approved
Mortgage,,10000.0,Home Improvement,9.0,10,29,107220,Very Good,No,0.09,B,121.0,Approved
Renter,10.74,3600.0,Business,2.0,4,26,72000,Very Good,No,0.05,C,58.0,Approved
Renter,5.42,5000.0,Business,5.0,3,21,55272,Excellent,No,0.09,C,41.0,Approved
Renter,11.49,8000.0,Debt Consolidation,2.0,4,23,92004,Very Good,No,0.09,C,,Approved
Mortgage,5.79,12000.0,Personal,18.0,5,33,92000,Excellent,No,0.13,B,63.0,Approved
Mortgage,12.69,8000.0,Home Improvement,6.0,6,27,40800,Very Good,No,0.2,B,81.0,Approved
Mortgage,8.94,10500.0,Health,2.0,8,28,30000,Excellent,No,0.35,B,97.0,Approved
Renter,7.49,5000.0,Debt Consolidation,3.0,2,26,32000,Excellent,No,0.16,C,35.0,Approved
Owner,16.89,15000.0,Business,1.0,2,24,60000,Fair,Yes,0.25,A,30.0,Approved
Renter,11.49,12000.0,Health,6.0,4,24,77000,Very Good,No,0.16,C,,Approved
