residential_status,loan_rate,loan_amount,loan_purpose,loan_approval_status,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months
Mortgage,16.29,8000,Health,Declined,7.0,2,23,52700,Fair,Yes,0.13,B,27
Renter,,4800,Study,Approved,0.0,4,23,30000,Very Good,No,0.16,C,54
Renter,13.99,8400,Health,Approved,9.0,3,25,60000,Good,Yes,0.14,C,41
Owner,13.16,3000,Study,Approved,0.0,2,22,49140,Good,No,0.06,A,32
Mortgage,11.49,4500,Personal,Approved,3.0,10,29,83004,Very Good,No,0.05,B,123
Renter,,7750,Study,Declined,2.0,4,22,23000,Good,Yes,0.34,C,49
Renter,7.66,17000,Debt Consolidation,Declined,5.0,4,22,42000,Excellent,No,0.4,C,50
Renter,13.16,15000,Personal,Approved,1.0,7,28,68004,Good,Yes,0.22,C,93
Renter,5.42,12000,Business,Declined,2.0,10,28,36000,Excellent,No,0.33,C,126
Renter,16.49,7000,Debt Consolidation,Declined,4.0,3,22,30000,Fair,Yes,0.23,C,41
Renter,11.86,15000,Debt Consolidation,Declined,17.0,7,33,54000,Very Good,No,0.28,C,95
Renter,12.99,3300,Business,Approved,2.0,4,24,33000,Good,No,0.1,C,53
Mortgage,5.42,11050,Business,Approved,13.0,6,29,48712,Excellent,No,0.23,B,81
Renter,,10200,Debt Consolidation,Approved,1.0,3,23,85000,Excellent,No,0.12,C,41
Mortgage,6.54,4500,Personal,Approved,15.0,6,31,85000,Excellent,No,0.05,B,78
Renter,15.58,8700,Personal,Declined,2.0,10,30,32004,Fair,No,0.27,C,125
Owner,16.29,1000,Business,Approved,0.0,13,38,17280,Fair,Yes,0.06,A,164
Renter,10.74,6500,Health,Approved,1.0,6,28,40000,Very Good,No,0.16,C,77
Mortgage,14.26,15850,Personal,Approved,8.0,17,49,50000,Good,No,0.32,B,209
Mortgage,7.14,6000,Home Improvement,Declined,8.0,4,24,36000,Excellent,No,0.17,B,54
Owner,,7500,Study,Approved,6.0,4,22,26886,Good,Yes,0.28,A,53
Renter,5.99,4000,Business,Approved,2.0,2,24,30000,Excellent,No,0.13,C,34
Mortgage,13.35,15000,Health,Approved,6.0,2,22,118812,Good,No,0.13,B,27
Renter,10.99,3000,Health,Approved,7.0,2,23,67000,Very Good,No,0.04,C,30
Renter,13.98,1000,Health,Approved,0.0,3,25,34800,Good,Yes,0.03,C,43
Renter,13.16,18400,Personal,Declined,1.0,2,22,48888,Good,No,0.38,C,28
Mortgage,10.37,24000,Health,Declined,6.0,4,22,47000,Very Good,No,0.51,B,55
Owner,15.99,5650,Personal,Approved,0.0,2,25,20000,Fair,Yes,0.28,A,29
Mortgage,,3675,Business,Approved,0.0,6,28,45000,Very Good,No,0.08,B,77
Renter,13.11,24000,Debt Consolidation,Approved,1.0,6,30,105400,Good,Yes,0.23,C,76
Renter,14.74,20200,Personal,Declined,2.0,8,31,30372,Fair,No,0.67,C,102
Renter,6.62,3000,Health,Approved,3.0,3,22,22800,Excellent,No,0.13,C,46
Owner,12.49,12000,Study,Approved,7.0,4,23,75000,Fair,No,0.16,A,52
Renter,12.42,10000,Study,Approved,3.0,2,24,52000,Very Good,No,0.19,C,25
Mortgage,11.72,3000,Business,Approved,12.0,10,28,55200,Good,No,0.05,B,131
Mortgage,5.42,3600,Debt Consolidation,Approved,8.0,4,24,78000,Excellent,No,0.05,B,50
Mortgage,11.49,18000,Debt Consolidation,Approved,9.0,9,34,63000,Very Good,No,0.29,B,112
Renter,5.99,10000,Home Improvement,Approved,8.0,3,24,59600,Excellent,No,0.17,C,42
Mortgage,12.18,7500,Study,Approved,6.0,7,31,80000,Very Good,No,0.09,B,88
Renter,7.66,10000,Debt Consolidation,Approved,3.0,7,27,90000,Excellent,No,0.11,C,94
Owner,11.86,5600,Health,Approved,0.0,7,34,56000,Very Good,No,0.1,A,90
Renter,12.53,9000,Personal,Approved,1.0,2,25,40000,Good,No,0.23,C,32
Renter,13.22,10000,Business,Approved,0.0,16,39,48000,Good,No,0.21,C,195
Mortgage,11.36,7800,Business,Approved,7.0,3,24,52000,Very Good,No,0.15,B,47
Renter,9.91,4025,Business,Approved,1.0,4,23,25000,Very Good,No,0.16,C,54
Mortgage,10.99,3200,Business,Approved,12.0,8,34,47125,Very Good,No,0.07,B,107
Mortgage,8.59,6000,Business,Approved,4.0,4,22,41000,Excellent,No,0.15,B,51
Owner,13.92,5000,Home Improvement,Declined,2.0,11,36,15000,Good,No,0.33,A,140
Renter,7.51,7000,Health,Approved,2.0,4,24,37000,Excellent,No,0.19,C,59
Mortgage,,9250,Health,Approved,6.0,2,26,65000,Very Good,No,0.14,B,31
Mortgage,15.33,8000,Health,Declined,4.0,3,23,68000,Fair,No,0.1,B,39
Mortgage,8.49,10000,Study,Declined,2.0,8,28,39912,Excellent,No,0.25,B,102
Mortgage,12.84,12800,Debt Consolidation,Approved,3.0,12,37,51000,Good,No,0.25,B,145
Mortgage,11.83,24000,Debt Consolidation,Approved,0.0,4,22,75000,Very Good,No,0.32,B,50
Renter,9.63,10800,Home Improvement,Declined,0.0,10,34,29000,Excellent,No,0.37,C,129
Renter,,8000,Business,Declined,,3,22,30000,Poor,No,0.27,C,47
Renter,13.22,20000,Debt Consolidation,Approved,9.0,5,30,106000,Good,Yes,0.19,C,71
Renter,11.58,18000,Debt Consolidation,Declined,1.0,6,28,64000,Very Good,No,0.28,C,76
Renter,,5000,Debt Consolidation,Approved,3.0,4,25,55000,Good,Yes,0.09,C,55
Mortgage,14.22,10000,Health,Approved,12.0,9,28,186480,Good,Yes,0.05,B,116
Mortgage,7.66,6000,Business,Approved,,6,31,54000,Excellent,No,0.11,B,77
Renter,16.0,20000,Health,Declined,11.0,5,27,83300,Fair,Yes,0.2,C,67
Renter,10.39,12000,Study,Declined,6.0,2,22,31200,Very Good,No,0.38,C,26
Mortgage,9.88,15000,Home Improvement,Approved,9.0,2,25,61000,Very Good,No,0.25,B,27
Renter,13.06,20000,Home Improvement,Approved,9.0,2,25,100000,Good,No,0.2,C,30
Renter,9.91,8000,Study,Declined,0.0,2,26,30000,Very Good,No,0.27,C,29
Owner,14.84,6000,Business,Approved,7.0,6,30,60000,Fair,Yes,0.1,A,77
Renter,13.8,6000,Debt Consolidation,Declined,1.0,4,25,31200,Good,No,0.19,C,50
Mortgage,17.93,17500,Home Improvement,Approved,6.0,5,27,92300,Poor,No,0.19,B,61
Renter,7.9,16000,Personal,Declined,1.0,17,50,50000,Excellent,No,0.32,C,210
Mortgage,13.48,18000,Business,Approved,11.0,5,27,95000,Good,No,0.19,B,67
Mortgage,12.21,16000,Business,Approved,2.0,5,27,120000,Very Good,No,0.13,B,62
Mortgage,7.88,10000,Personal,Approved,2.0,5,29,85000,Excellent,No,0.12,B,62
Mortgage,12.42,6000,Home Improvement,Approved,9.0,4,25,180000,Very Good,No,0.03,B,59
Renter,7.88,8000,Health,Approved,6.0,2,22,60000,Excellent,No,0.13,C,29
Owner,,7500,Study,Approved,1.0,3,23,28000,Good,No,0.27,A,38
Renter,7.51,9000,Business,Approved,3.0,3,26,57240,Excellent,No,0.16,C,44
Renter,12.18,6000,Home Improvement,Declined,2.0,3,22,24000,Very Good,No,0.25,C,47
Mortgage,6.03,6000,Personal,Approved,4.0,10,27,80000,Excellent,No,0.07,B,124
Renter,12.69,3000,Debt Consolidation,Declined,7.0,4,23,30000,Very Good,No,0.1,C,56
Mortgage,6.99,5000,Business,Approved,6.0,2,26,45000,Excellent,No,0.11,B,27
Renter,7.88,7500,Study,Approved,0.0,3,23,38000,Excellent,No,0.2,C,42
Mortgage,15.33,13000,Personal,Approved,3.0,6,29,100000,Fair,No,0.13,B,76
Mortgage,16.49,12000,Personal,Approved,7.0,3,25,54000,Fair,Yes,0.22,B,45
Renter,8.9,14125,Study,Declined,5.0,7,30,36500,Excellent,No,0.39,C,91
Renter,,3500,Debt Consolidation,Approved,7.0,3,23,56000,Good,Yes,0.06,C,40
Mortgage,16.02,24250,Personal,Approved,2.0,4,23,120000,Fair,Yes,0.2,B,52
Mortgage,,13650,Study,Approved,1.0,2,23,54000,Good,Yes,0.25,B,29
Mortgage,,7000,Personal,Approved,,4,23,28296,Very Good,No,0.25,B,54
Renter,10.36,9000,Home Improvement,Approved,6.0,5,27,85000,Very Good,No,0.11,C,70
Owner,9.91,12000,Personal,Approved,6.0,2,22,33000,Very Good,No,0.36,A,35
Renter,13.22,11300,Debt Consolidation,Approved,8.0,4,26,41892,Good,Yes,0.27,C,55
Mortgage,11.49,4000,Study,Approved,,4,23,56400,Very Good,No,0.07,B,59
Renter,7.88,12000,Personal,Approved,3.0,3,24,95000,Excellent,No,0.13,C,47
Renter,10.25,5000,Health,Approved,4.0,9,32,38300,Very Good,No,0.13,C,119
Owner,12.99,12000,Business,Approved,6.0,11,38,110000,Good,No,0.11,A,136
Mortgage,6.76,5000,Debt Consolidation,Approved,,10,28,40800,Excellent,No,0.12,B,129
Renter,14.27,10000,Study,Approved,4.0,3,23,44160,Good,Yes,0.23,C,45
Renter,11.49,24000,Health,Approved,3.0,6,30,90000,Very Good,No,0.27,C,74
Mortgage,12.53,8000,Home Improvement,Approved,0.0,7,33,90000,Very Good,No,0.09,B,86
Renter,,7200,Debt Consolidation,Approved,4.0,7,28,50000,Very Good,No,0.14,C,87
Owner,10.99,28000,Home Improvement,Approved,10.0,3,26,260000,Very Good,No,0.11,A,39
Renter,15.23,4550,Study,Approved,2.0,4,23,42000,Good,No,0.11,C,50
Mortgage,8.94,11000,Debt Consolidation,Approved,2.0,4,22,50000,Excellent,No,0.22,B,55
Renter,13.49,9600,Health,Declined,0.0,16,41,28800,Good,No,0.33,C,198
Mortgage,13.72,1000,Debt Consolidation,Approved,0.0,4,23,30000,Good,No,0.03,B,54
Renter,7.29,10000,Health,Declined,6.0,3,22,29000,Excellent,No,0.34,C,39
Mortgage,11.12,18000,Business,Approved,4.0,12,40,550000,Very Good,No,0.03,B,147
Renter,13.04,3200,Study,Approved,1.0,2,22,37440,Good,Yes,0.09,C,31
Renter,14.42,6450,Home Improvement,Declined,1.0,3,25,31000,Fair,Yes,0.21,C,42
Renter,13.48,12000,Debt Consolidation,Approved,1.0,6,30,50600,Good,No,0.24,C,81
Renter,14.59,10750,Home Improvement,Declined,1.0,4,25,39000,Fair,Yes,0.28,C,55
Renter,16.49,6000,Study,Approved,7.0,2,26,65000,Fair,Yes,0.09,C,35
Renter,6.03,9200,Personal,Approved,2.0,3,25,82000,Excellent,No,0.11,C,37
Owner,17.58,7075,Personal,Approved,3.0,8,33,62910,Fair,No,0.11,A,98
Renter,13.57,4200,Business,Approved,3.0,2,22,31200,Good,Yes,0.13,C,30
Renter,13.49,9000,Debt Consolidation,Approved,2.0,7,27,90000,Good,No,0.1,C,94
Mortgage,11.48,19200,Business,Approved,5.0,3,26,61000,Very Good,No,0.31,B,46
Renter,11.36,1500,Health,Approved,2.0,3,22,57160,Very Good,No,0.03,C,47
Renter,7.51,4000,Study,Approved,4.0,3,25,35000,Excellent,No,0.11,C,41
Mortgage,7.51,15000,Debt Consolidation,Approved,,5,33,40800,Excellent,No,0.37,B,68
Renter,10.99,11600,Health,Approved,0.0,2,26,71000,Very Good,No,0.16,C,29
Renter,10.37,15000,Study,Approved,2.0,3,22,52500,Very Good,No,0.29,C,43
Mortgage,10.95,5000,Health,Approved,5.0,3,23,84996,Very Good,No,0.06,B,47
Mortgage,10.08,7500,Study,Declined,4.0,4,26,74000,Very Good,No,0.1,B,59
Renter,11.11,5500,Health,Declined,6.0,10,28,46000,Very Good,No,0.12,C,131
Mortgage,10.0,4500,Health,Declined,4.0,3,24,56950,Very Good,No,0.07,B,41
Renter,6.03,7000,Business,Approved,2.0,3,24,78300,Excellent,No,0.09,C,46
Owner,8.88,3600,Home Improvement,Approved,12.0,15,38,65000,Very Good,No,0.06,A,183
Mortgage,7.49,9000,Debt Consolidation,Approved,7.0,2,24,48800,Excellent,No,0.18,B,27
Mortgage,,10000,Personal,Approved,15.0,5,31,66000,Excellent,No,0.15,B,70
Mortgage,,22000,Business,Approved,12.0,5,29,108996,Poor,Yes,0.2,B,63
Mortgage,6.17,20000,Home Improvement,Approved,17.0,6,33,117000,Excellent,No,0.17,B,82
Mortgage,5.99,3600,Personal,Approved,10.0,3,25,60000,Excellent,No,0.06,B,47
Renter,14.54,6000,Personal,Approved,5.0,16,39,40000,Fair,No,0.15,C,203
Owner,13.92,18000,Health,Approved,7.0,9,28,100000,Good,Yes,0.18,A,109
Renter,,10000,Personal,Approved,8.0,5,28,68496,Very Good,No,0.15,C,64
Mortgage,8.0,3500,Business,Approved,0.0,4,26,30000,Excellent,No,0.12,B,54
Unknown,11.48,20000,Personal,Declined,11.0,15,36,180000,Very Good,No,0.11,D,182
Owner,8.0,5500,Business,Approved,5.0,2,24,60400,Excellent,No,0.09,A,31
Renter,13.49,5600,Study,Approved,5.0,7,29,34444,Good,Yes,0.16,C,86
Renter,9.91,28000,Business,Approved,1.0,6,35,115000,Very Good,No,0.24,C,79
Mortgage,,7000,Health,Approved,7.0,5,29,65000,Very Good,No,0.11,B,66
Mortgage,7.37,1950,Health,Approved,4.0,3,22,38000,Excellent,No,0.05,B,40
Mortgage,8.59,5000,Health,Declined,7.0,4,23,58650,Excellent,No,0.07,B,52
Mortgage,6.54,2000,Debt Consolidation,Approved,5.0,2,21,72000,Excellent,No,0.03,B,35
Renter,15.21,5000,Home Improvement,Declined,2.0,9,27,60000,Fair,Yes,0.08,C,111
Owner,11.99,12000,Business,Approved,20.0,15,36,105859,Very Good,No,0.11,A,181
Mortgage,13.23,7000,Business,Approved,7.0,2,23,55000,Good,Yes,0.13,B,35
Renter,6.62,8875,Study,Declined,4.0,3,24,26400,Excellent,No,0.34,C,45
Renter,12.69,10000,Business,Approved,10.0,2,26,88000,Very Good,No,0.11,C,29
Renter,12.18,1500,Health,Declined,5.0,3,21,18000,Very Good,No,0.08,C,37
Renter,17.99,6000,Home Improvement,Declined,1.0,7,29,30000,Poor,No,0.2,C,89
Mortgage,10.08,25000,Business,Approved,0.0,8,29,145000,Very Good,No,0.17,B,102
Renter,10.59,6000,Study,Declined,0.0,3,24,19200,Very Good,No,0.31,C,38
Mortgage,9.99,5000,Study,Approved,5.0,4,21,65004,Very Good,No,0.08,B,50
Renter,,8000,Study,Approved,11.0,7,35,125000,Fair,Yes,0.06,C,90
Renter,7.88,6000,Home Improvement,Approved,4.0,3,25,90000,Excellent,No,0.07,C,42
Renter,8.9,3000,Debt Consolidation,Approved,1.0,2,24,51000,Excellent,No,0.06,C,29
Renter,9.96,9500,Study,Approved,1.0,15,37,58000,Very Good,No,0.16,C,184
Mortgage,8.94,10000,Health,Approved,9.0,2,25,35360,Excellent,No,0.28,B,29
Owner,,7000,Health,Declined,1.0,16,48,19200,Good,No,0.36,A,197
Renter,11.99,5000,Debt Consolidation,Approved,4.0,14,41,34800,Very Good,No,0.14,C,169
Renter,8.0,5000,Home Improvement,Approved,1.0,3,24,57996,Excellent,No,0.09,C,41
Mortgage,11.12,1500,Study,Approved,7.0,2,23,83000,Very Good,No,0.02,B,31
Mortgage,7.88,12000,Health,Approved,3.0,8,34,47300,Excellent,No,0.25,B,97
Mortgage,7.29,2500,Debt Consolidation,Approved,0.0,11,48,60000,Excellent,No,0.04,B,137
Renter,5.99,6150,Debt Consolidation,Approved,5.0,4,24,77385,Excellent,No,0.08,C,52
Owner,,8000,Study,Approved,7.0,2,22,54800,Excellent,No,0.15,A,25
Renter,10.37,15000,Debt Consolidation,Approved,2.0,5,29,200000,Very Good,No,0.07,C,64
Renter,13.35,6000,Home Improvement,Declined,4.0,4,26,29364,Good,Yes,0.2,C,52
Mortgage,,14000,Personal,Approved,0.0,24,70,132000,Excellent,No,0.11,B,289
Renter,15.2,20000,Health,Declined,3.0,4,23,55392,Fair,Yes,0.31,C,53
Mortgage,16.45,5000,Personal,Approved,3.0,6,27,60000,Poor,No,0.08,B,82
Mortgage,6.54,24000,Study,Approved,0.0,3,22,60400,Excellent,No,0.4,B,44
Renter,6.99,6300,Study,Approved,0.0,3,21,42504,Excellent,No,0.15,C,47
Mortgage,10.62,2300,Home Improvement,Approved,0.0,4,24,72800,Very Good,No,0.03,B,53
Renter,7.88,7000,Business,Approved,3.0,4,24,40000,Excellent,No,0.17,C,59
Mortgage,8.0,3200,Study,Approved,0.0,3,23,75000,Excellent,No,0.04,B,40
Renter,6.03,9200,Debt Consolidation,Approved,6.0,3,24,77385,Excellent,No,0.12,C,37
Renter,15.95,6000,Personal,Declined,5.0,10,28,159000,Fair,No,0.04,C,128
Mortgage,7.51,6000,Study,Approved,8.0,3,26,117000,Excellent,No,0.05,B,38
Owner,13.3,10000,Personal,Approved,21.0,13,36,120000,Fair,Yes,0.08,A,157
Mortgage,12.42,14125,Study,Declined,,4,22,39696,Very Good,No,0.36,B,52
Renter,11.83,2375,Health,Approved,3.0,7,32,60000,Very Good,No,0.04,C,95
Renter,,8000,Personal,Approved,0.0,9,31,50000,Good,No,0.16,C,112
Owner,15.27,8000,Business,Approved,2.0,2,22,108000,Good,Yes,0.07,A,31
Renter,10.59,11000,Debt Consolidation,Approved,3.0,2,22,46000,Very Good,No,0.24,C,30
Renter,8.94,5000,Personal,Approved,3.0,2,25,35004,Excellent,No,0.14,C,34
Renter,11.83,3000,Personal,Approved,1.0,9,27,42000,Very Good,No,0.07,C,115
Renter,11.49,1400,Business,Approved,2.0,6,29,14400,Very Good,No,0.1,C,83
Mortgage,10.78,4000,Home Improvement,Approved,11.0,5,29,50000,Good,No,0.08,B,61
Renter,11.59,7500,Home Improvement,Approved,2.0,3,26,116600,Good,Yes,0.06,C,43
Renter,10.37,7000,Debt Consolidation,Approved,2.0,7,27,30000,Very Good,No,0.23,C,93
Mortgage,15.31,25000,Personal,Approved,0.0,3,23,120000,Fair,No,0.21,B,40
Renter,12.73,10000,Debt Consolidation,Declined,0.0,2,24,27000,Good,No,0.37,C,34
Renter,9.88,2650,Health,Approved,5.0,3,21,22240,Very Good,No,0.12,C,39
Mortgage,10.39,6000,Business,Declined,0.0,4,21,16800,Very Good,No,0.36,B,50
Renter,,12000,Personal,Approved,6.0,17,42,70000,Very Good,No,0.17,C,205
Renter,14.35,20000,Study,Approved,2.0,3,25,91229,Good,No,0.22,C,47
Mortgage,6.54,5000,Health,Approved,6.0,2,22,72000,Excellent,No,0.07,B,35
Renter,14.42,1500,Business,Declined,2.0,4,24,69764,Fair,Yes,0.02,C,54
Mortgage,6.17,10000,Health,Approved,2.0,9,27,45000,Excellent,No,0.22,B,119
Mortgage,10.59,6000,Debt Consolidation,Approved,5.0,4,21,98000,Very Good,No,0.06,B,58
Renter,10.0,12000,Personal,Approved,6.0,2,22,50004,Very Good,No,0.24,C,26
Owner,10.74,7000,Business,Approved,4.0,4,23,48000,Very Good,No,0.15,A,51
Renter,11.97,10000,Study,Approved,11.0,5,29,60000,Good,No,0.17,C,62
Mortgage,,13000,Business,Approved,6.0,2,25,121000,Very Good,No,0.11,B,26
Renter,,5500,Health,Approved,4.0,5,29,34000,Very Good,No,0.16,C,67
Mortgage,13.92,8000,Debt Consolidation,Declined,0.0,5,35,31732,Good,No,0.25,B,68
Mortgage,12.53,3000,Debt Consolidation,Approved,0.0,6,33,25000,Good,Yes,0.12,B,74
Renter,7.9,12000,Business,Approved,3.0,10,34,187000,Excellent,No,0.06,C,129
Mortgage,,15000,Home Improvement,Approved,5.0,8,28,30000,Excellent,No,0.5,B,103
Mortgage,17.88,15000,Study,Approved,2.0,11,41,140000,Poor,No,0.11,B,142
Mortgage,6.03,5000,Business,Approved,11.0,11,40,148350,Excellent,No,0.03,B,142
Renter,11.71,6925,Study,Approved,6.0,3,21,25000,Very Good,No,0.28,C,42
Renter,,25000,Home Improvement,Declined,4.0,9,30,78000,Fair,Yes,0.32,C,118
Renter,12.84,6000,Study,Approved,2.0,2,23,42996,Good,Yes,0.14,C,25
Renter,11.89,2500,Debt Consolidation,Approved,2.0,4,22,18204,Very Good,No,0.14,C,52
Mortgage,10.62,12250,Health,Approved,4.0,2,22,47540,Very Good,No,0.26,B,26
Owner,11.36,2500,Business,Approved,6.0,9,31,30000,Very Good,No,0.08,A,113
Renter,10.99,3600,Personal,Approved,3.0,4,25,21600,Very Good,No,0.17,C,51
Mortgage,5.99,4000,Home Improvement,Approved,6.0,2,25,41664,Excellent,No,0.1,B,34
Renter,16.32,16000,Study,Declined,2.0,9,28,51000,Poor,Yes,0.31,C,118
Renter,8.9,16000,Study,Approved,0.0,10,30,75000,Excellent,No,0.21,C,121
Renter,14.22,16000,Business,Declined,2.0,5,27,48000,Good,No,0.33,C,65
Renter,15.31,20000,Study,Approved,15.0,5,34,93600,Fair,No,0.21,C,71
Mortgage,6.17,13500,Home Improvement,Approved,,9,27,47400,Excellent,No,0.28,B,111
Renter,12.61,8000,Personal,Approved,5.0,4,25,31416,Good,Yes,0.25,C,57
Renter,16.77,9450,Debt Consolidation,Declined,1.0,2,21,26000,Fair,No,0.36,C,34
Renter,11.49,3000,Health,Approved,7.0,2,23,43949,Very Good,No,0.07,C,32
Renter,7.66,10000,Study,Approved,5.0,4,21,38400,Excellent,No,0.26,C,56
Renter,9.07,7000,Debt Consolidation,Approved,3.0,3,25,46000,Excellent,No,0.15,C,43
Renter,11.49,6000,Study,Approved,5.0,4,22,60000,Very Good,No,0.1,C,56
Renter,10.91,4000,Study,Declined,1.0,4,22,18000,Good,Yes,0.22,C,56
Mortgage,12.69,31825,Health,Approved,5.0,8,30,70000,Very Good,No,0.45,B,98
Mortgage,13.49,6000,Health,Approved,8.0,2,24,72000,Good,No,0.08,B,27
Mortgage,7.51,4800,Business,Approved,6.0,3,22,49200,Excellent,No,0.1,B,45
Mortgage,14.27,2000,Home Improvement,Declined,5.0,4,21,33000,Good,No,0.06,B,53
Mortgage,7.66,18000,Home Improvement,Approved,6.0,7,29,104000,Excellent,No,0.17,B,93
Owner,15.58,8000,Personal,Approved,12.0,10,28,45678,Fair,No,0.18,A,128
Renter,7.51,5600,Debt Consolidation,Approved,16.0,7,32,43000,Excellent,No,0.13,C,90
Renter,7.51,10750,Debt Consolidation,Declined,4.0,10,29,28800,Excellent,No,0.37,C,129
Renter,7.49,11000,Business,Approved,0.0,10,30,138000,Excellent,No,0.08,C,129
Owner,16.29,14000,Personal,Approved,7.0,4,23,85000,Fair,Yes,0.16,A,51
Renter,11.11,8000,Business,Approved,0.0,4,26,27000,Very Good,No,0.3,C,51
Mortgage,7.49,9800,Debt Consolidation,Declined,9.0,4,25,44000,Excellent,No,0.22,B,52
Mortgage,,10750,Study,Approved,6.0,4,22,39000,Excellent,No,0.28,B,54
Mortgage,16.45,4000,Study,Approved,4.0,3,24,140004,Poor,No,0.03,B,44
Mortgage,11.86,3000,Study,Approved,19.0,5,35,27600,Very Good,No,0.11,B,67
Mortgage,13.8,25000,Business,Approved,3.0,12,41,140000,Good,Yes,0.18,B,149
Renter,11.49,9100,Debt Consolidation,Approved,1.0,4,22,57500,Very Good,No,0.16,C,49
Mortgage,6.03,9475,Study,Approved,0.0,5,35,62000,Excellent,No,0.15,B,69
Renter,14.79,18000,Health,Approved,3.0,3,22,125000,Good,Yes,0.14,C,43
Mortgage,11.83,25000,Personal,Approved,3.0,3,24,130000,Very Good,No,0.19,B,46
Mortgage,7.51,14000,Home Improvement,Approved,15.0,12,37,140000,Excellent,No,0.1,B,147
Renter,,7500,Study,Approved,3.0,6,28,75000,Very Good,No,0.1,C,74
Renter,11.89,8000,Debt Consolidation,Approved,2.0,7,31,40000,Very Good,No,0.2,C,87
Renter,6.62,8000,Debt Consolidation,Approved,2.0,2,26,39000,Excellent,No,0.21,C,25
Renter,5.42,7025,Personal,Declined,1.0,9,27,20000,Excellent,No,0.35,C,113
Owner,16.02,4200,Personal,Approved,,13,36,49000,Fair,Yes,0.09,A,162
Renter,15.33,9500,Debt Consolidation,Declined,0.0,3,22,27000,Fair,Yes,0.35,C,45
Renter,,4000,Study,Approved,1.0,3,22,30000,Good,No,0.13,C,45
Owner,7.14,5000,Personal,Approved,14.0,7,30,30000,Excellent,No,0.17,A,95
Renter,,7500,Home Improvement,Declined,2.0,14,36,54000,Excellent,No,0.14,C,169
Renter,11.49,5000,Debt Consolidation,Approved,5.0,8,32,48000,Very Good,No,0.1,C,107
Renter,7.88,2800,Health,Approved,5.0,4,21,37423,Excellent,No,0.07,C,55
Renter,10.36,5000,Debt Consolidation,Approved,1.0,5,32,45000,Very Good,No,0.11,C,71
Renter,19.29,1200,Health,Declined,2.0,4,22,34560,Poor,No,0.03,C,54
Renter,12.69,11050,Study,Approved,2.0,6,27,120000,Very Good,No,0.09,C,79
Renter,10.99,6500,Debt Consolidation,Declined,1.0,2,22,20000,Very Good,No,0.33,C,28
Renter,15.58,7500,Business,Approved,5.0,3,23,90000,Fair,Yes,0.08,C,45
Renter,11.58,22000,Health,Approved,6.0,5,31,85000,Very Good,No,0.26,C,63
Mortgage,12.53,6000,Study,Approved,8.0,2,24,62100,Good,No,0.1,B,27
Mortgage,6.99,2100,Debt Consolidation,Approved,8.0,10,32,45000,Excellent,No,0.05,B,128
Renter,15.27,3500,Study,Approved,1.0,3,22,26400,Good,No,0.13,C,37
Renter,12.69,29000,Business,Declined,3.0,6,27,81300,Very Good,No,0.36,C,73
Renter,11.49,5250,Debt Consolidation,Approved,12.0,8,28,39000,Very Good,No,0.13,C,97
Renter,12.69,8400,Study,Approved,1.0,4,24,75000,Very Good,No,0.11,C,57
Renter,13.48,14000,Health,Approved,7.0,4,23,122000,Good,No,0.11,C,52
Mortgage,17.74,20000,Business,Declined,2.0,2,21,67400,Poor,Yes,0.3,B,28
Renter,7.9,12000,Home Improvement,Approved,0.0,16,43,75000,Excellent,No,0.16,C,195
Renter,12.18,18000,Debt Consolidation,Approved,4.0,4,24,110000,Very Good,No,0.16,C,53
Mortgage,8.9,7200,Business,Approved,4.0,4,23,62400,Excellent,No,0.12,B,58
Renter,7.66,6000,Health,Approved,2.0,9,27,30000,Excellent,No,0.2,C,115
Renter,13.99,4500,Personal,Declined,,2,25,17600,Good,No,0.26,C,26
Renter,8.59,10000,Health,Approved,5.0,2,26,102000,Excellent,No,0.1,C,29
Mortgage,,25000,Home Improvement,Approved,1.0,8,27,159600,Very Good,No,0.16,B,103
Renter,15.95,6500,Study,Declined,2.0,3,22,35325,Fair,No,0.18,C,38
Renter,15.96,25600,Study,Approved,2.0,7,31,122000,Good,Yes,0.21,C,86
Renter,7.51,15000,Home Improvement,Approved,13.0,6,28,65000,Excellent,No,0.23,C,76
Mortgage,12.17,8000,Debt Consolidation,Declined,9.0,4,26,64000,Fair,No,0.13,B,55
Mortgage,6.03,4000,Business,Approved,14.0,6,30,89000,Excellent,No,0.04,B,81
Renter,7.51,17475,Study,Approved,0.0,3,22,58000,Excellent,No,0.3,C,47
Renter,13.57,10000,Health,Approved,14.0,6,34,60000,Good,No,0.17,C,79
Mortgage,15.96,2500,Debt Consolidation,Approved,18.0,10,34,98480,Good,No,0.03,B,126
Renter,,8000,Health,Approved,4.0,8,28,30000,Excellent,No,0.27,C,103
Mortgage,9.63,13000,Home Improvement,Approved,2.0,17,37,56000,Excellent,No,0.23,B,210
Renter,14.54,14500,Business,Declined,0.0,2,25,36000,Fair,Yes,0.4,C,28
Renter,13.72,20000,Debt Consolidation,Approved,6.0,3,22,110000,Good,No,0.18,C,39
